Word	POS Label	NER Label	Spacy POS Label	Spacy NER Label	Tweet	Candidate Label
@user2659	['PROPN']	['O']	['PROPN']	B-PER	@user2659 you are just a little boy from bradford and now you are smashing it . so fucking proud	<[@user2659]> you are just a little boy from bradford and now you are smashing it . so fucking proud
mge	['PROPN']	['O']	['PROPN']	['B-MISC']	solo queue ( ~ mge ) is close to being unplayable . url640 @user476 #csgo	solo queue ( ~ <[mge]> ) is close to being unplayable . url640 @user476 #csgo
@user476	['PROPN']	['O']	['X']	B-PER	solo queue ( ~ mge ) is close to being unplayable . url640 @user476 #csgo	solo queue ( ~ mge ) is close to being unplayable . url640 <[@user476]> #csgo
#soundcloud	['PROPN']	['O']	['PROPN']	['B-MISC']	listen to 15 - it s like that featuring kast ki bohiti ( produced by lilzhp ) by king problem #np on #soundcloud url1630	listen to 15 - it s like that featuring kast ki bohiti ( produced by lilzhp ) by king problem #np on <[#soundcloud]> url1630
#periscope	['PROPN']	['O']	['PROPN']	['B-MISC']	live on #periscope : thursday 's fundraising tip : stay in touch with supporters ! #fundraiser #schools #church #succes … url1151	live on <[#periscope]> : thursday 's fundraising tip : stay in touch with supporters ! #fundraiser #schools #church #succes … url1151
thursday	['PROPN']	['O']	['PROPN']	['B-MISC']	live on #periscope : thursday 's fundraising tip : stay in touch with supporters ! #fundraiser #schools #church #succes … url1151	live on #periscope : <[thursday]> 's fundraising tip : stay in touch with supporters ! #fundraiser #schools #church #succes … url1151
motocross	['PROPN']	['O']	['PROPN']	['O']	moto gp 46 racing polo t-shirt sport men's motorcycle bike yamaha motocross url739 url527	moto gp 46 racing polo t-shirt sport men's motorcycle bike yamaha <[motocross]> url739 url527
ft	['PROPN']	['O']	['PROPN']	['O']	when ya friend fake tired so she do n't have to answer your ft 🙃 @user49	when ya friend fake tired so she do n't have to answer your <[ft]> 🙃 @user49
@user49	['PROPN']	['O']	['NOUN']	B-PER	when ya friend fake tired so she do n't have to answer your ft 🙃 @user49	when ya friend fake tired so she do n't have to answer your ft 🙃 <[@user49]>
#mpoints	['PROPN']	['O']	['PROPN']	['B-MISC']	i 'm earning #mpoints with #askdaball ! url1271 #app	i 'm earning <[#mpoints]> with #askdaball ! url1271 #app
#askdaball	['PROPN']	['O']	['PROPN']	['B-MISC']	i 'm earning #mpoints with #askdaball ! url1271 #app	i 'm earning #mpoints with <[#askdaball]> ! url1271 #app
directioners	['PROPN']	['O']	['PROPN']	['O']	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind	power of <[directioners]> go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind
directioners	['PROPN']	['O']	['PROPN']	['O']	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind	power of directioners go <[directioners]> go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind
directioners	['PROPN']	['O']	['PROPN']	['O']	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind	power of directioners go directioners go <[directioners]> will rise #bestfanarmy #directioners #iheartawards walking in the wind
roxas	['PROPN']	['O']	['PROPN']	['B-MISC']	roxas rising url1024	<[roxas]> rising url1024
@user811	['PROPN']	['O']	['PROPN']	B-PER	@user811 hi , linda ! it seems so based on statements hrc has made ... bs and hrc are meeting tomorrow . we shall see ...	<[@user811]> hi , linda ! it seems so based on statements hrc has made ... bs and hrc are meeting tomorrow . we shall see ...
kumamon	['PROPN']	['O']	['PROPN']	['B-MISC']	#ystl minyoonjgi hi cutie how was your day ? if you had a bad day look at this handsome photo of me . fr kumamon url278	#ystl minyoonjgi hi cutie how was your day ? if you had a bad day look at this handsome photo of me . fr <[kumamon]> url278
h	['PROPN']	['O']	['PROPN']	['O']	h ! @user548 ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777	<[h]> ! @user548 ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777
@user548	['PROPN']	['O']	['PROPN']	B-PER	h ! @user548 ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777	h ! <[@user548]> ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777
@user750	['PROPN']	['O']	['PROPN']	B-PER	@user750 congratulations .	<[@user750]> congratulations .
cavsin6	['PROPN']	['O']	['PROPN']	['O']	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458	rt @user1350 : y'all heard it here first ! <[cavsin6]> @user225 @user1211 @user1348 @user458
@user225	['PROPN']	['O']	['NOUN']	B-PER	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458	rt @user1350 : y'all heard it here first ! cavsin6 <[@user225]> @user1211 @user1348 @user458
@user1211	['PROPN']	['O']	['NUM']	B-PER	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458	rt @user1350 : y'all heard it here first ! cavsin6 @user225 <[@user1211]> @user1348 @user458
@user1348	['PROPN']	['O']	['NUM']	B-PER	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 <[@user1348]> @user458
@user458	['PROPN']	['O']	['NOUN']	B-PER	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 <[@user458]>
@user2259	['PROPN']	['O']	['PROPN']	['B-PER']	@user2259 your answer is limits ...	<[@user2259]> your answer is limits ...
@user2540	['PROPN']	['O']	['PROPN']	B-PER	@user2540 hey the normal thing was from me	<[@user2540]> hey the normal thing was from me
wic	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user2607 : reset epson waste ink counter overflow by wic and reset key url469 #wic #resetkey #epson #printer	rt @user2607 : reset epson waste ink counter overflow by <[wic]> and reset key url469 #wic #resetkey #epson #printer
@user353	['PROPN']	['O']	['PROPN']	B-PER	@user353 i swear 💯	<[@user353]> i swear 💯
@user1775	['PROPN']	['O']	['X']	B-PER	haiti earthquake 2011 . hillary 's brother got the gold mine . haiti got the shaft . url1453 @user1775 #dncphl #dncconvention	haiti earthquake 2011 . hillary 's brother got the gold mine . haiti got the shaft . url1453 <[@user1775]> #dncphl #dncconvention
@user992	['PROPN']	['O']	['NOUN']	B-PER	rt @user1 : @user992 when you are constantly interrupted by @user513 tonight , as you will be , please ask him why he is so fear …	rt @user1 : <[@user992]> when you are constantly interrupted by @user513 tonight , as you will be , please ask him why he is so fear …
@user513	['PROPN']	['O']	['PROPN']	B-PER	rt @user1 : @user992 when you are constantly interrupted by @user513 tonight , as you will be , please ask him why he is so fear …	rt @user1 : @user992 when you are constantly interrupted by <[@user513]> tonight , as you will be , please ask him why he is so fear …
@user423	['PROPN']	['O']	['NOUN']	B-PER	rt @user2486 : @user423 multimedia earned money url1114	rt @user2486 : <[@user423]> multimedia earned money url1114
@user1477	['PROPN']	['O']	['PROPN']	B-PER	rt @user751 : wow the place is packed ! good luck @user1477 let your star shine it s brightest ! #adatewithxian url1267	rt @user751 : wow the place is packed ! good luck <[@user1477]> let your star shine it s brightest ! #adatewithxian url1267
@user2659	['PROPN']	['O']	['NOUN']	B-PER	@user2659 follow me ×5129	<[@user2659]> follow me ×5129
@user993	['PROPN']	['O']	['NOUN']	B-PER	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …	rt @user847 : one final team check ahead of kick - off . <[@user993]> in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …
#cityvreal	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at <[#cityvreal]> . how 're we all feeling ?! url224 …
qb	['PROPN']	['O']	['PROPN']	['B-MISC']	cam : why carolina panthers ' new qb is the worst nfl draft pick ever | bleacher report ( via url1581 ) url1302	cam : why carolina panthers ' new <[qb]> is the worst nfl draft pick ever | bleacher report ( via url1581 ) url1302
@user1027	['PROPN']	['O']	['PROPN']	B-PER	@user1027 @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌	<[@user1027]> @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌
@user406	['PROPN']	['O']	['PROPN']	B-PER	@user1027 @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌	@user1027 <[@user406]> i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌
@user1923	['PROPN']	['O']	['PROPN']	B-PER	@user1923 did n't eat enough did i 🙄	<[@user1923]> did n't eat enough did i 🙄
@user11	['PROPN']	['O']	['PROPN']	B-PER	@user11 free 4th of july concert at operanightclub in atl 🎉 url1406 #savagemode rt x14	<[@user11]> free 4th of july concert at operanightclub in atl 🎉 url1406 #savagemode rt x14
july	['PROPN']	['O']	['PROPN']	['B-MISC']	@user11 free 4th of july concert at operanightclub in atl 🎉 url1406 #savagemode rt x14	@user11 free 4th of <[july]> concert at operanightclub in atl 🎉 url1406 #savagemode rt x14
@user705	['PROPN']	['O']	['X']	B-PER	@user705 @user883 @user1437 the band from the carl 's jr commercial ?	<[@user705]> @user883 @user1437 the band from the carl 's jr commercial ?
@user883	['PROPN']	['O']	['NUM']	B-PER	@user705 @user883 @user1437 the band from the carl 's jr commercial ?	@user705 <[@user883]> @user1437 the band from the carl 's jr commercial ?
@user1437	['PROPN']	['O']	['NUM']	B-PER	@user705 @user883 @user1437 the band from the carl 's jr commercial ?	@user705 @user883 <[@user1437]> the band from the carl 's jr commercial ?
@user1006	['PROPN']	['O']	['PROPN']	B-PER	rt @user563 : listen : @user1006 feat. elan noelle – i like the way url1596	rt @user563 : listen : <[@user1006]> feat. elan noelle – i like the way url1596
@user2066	['PROPN']	['O']	['NOUN']	B-PER	oh yeah ! spanked em ! way to go @user2066 #nascar 🏁 #ford	oh yeah ! spanked em ! way to go <[@user2066]> #nascar 🏁 #ford
@user2291	['PROPN']	['O']	['NOUN']	B-PER	rt @user2291 : up first this morning for @user2291 is the history of time travel @user1058 @user582 #pff2016 #ihsff url221 …	rt @user2291 : up first this morning for <[@user2291]> is the history of time travel @user1058 @user582 #pff2016 #ihsff url221 …
@user2253	['PROPN']	['O']	['X']	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	<[@user2253]> @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user420	['PROPN']	['O']	['X']	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	@user2253 <[@user420]> @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user335	['PROPN']	['O']	['X']	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	@user2253 @user420 <[@user335]> @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user2377	['PROPN']	['O']	['NUM']	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	@user2253 @user420 @user335 <[@user2377]> @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user1375	['PROPN']	['O']	['X']	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	@user2253 @user420 @user335 @user2377 <[@user1375]> @user821 , dude , relax . trump will dominate in california come june 7th .
@user821	['PROPN']	['O']	['X']	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	@user2253 @user420 @user335 @user2377 @user1375 <[@user821]> , dude , relax . trump will dominate in california come june 7th .
june	['PROPN']	['O']	['PROPN']	['B-MISC']	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come <[june]> 7th .
@user1829	['PROPN']	['O']	['PROPN']	B-PER	@user1829 literally us 20 minutes ago url269	<[@user1829]> literally us 20 minutes ago url269
#littlemix	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450	rt @user1724 : who are the biggest girl band on the planet right now ? <[#littlemix]> or @user450
@user450	['PROPN']	['O']	['PROPN']	B-PER	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or <[@user450]>
may	['PROPN']	['O']	['PROPN']	['O']	may 2015 was everything 😪	<[may]> 2015 was everything 😪
#yakima	['PROPN']	['O']	['PROPN']	['O']	join the country financial team ! see our latest #sales #job opening here : url496 #yakima , wa url333	join the country financial team ! see our latest #sales #job opening here : url496 <[#yakima]> , wa url333
bright	['PROPN']	['O']	['PROPN']	['O']	rt @user2330 : save the best for you shine bright glen	rt @user2330 : save the best for you shine <[bright]> glen
@user1577	['PROPN']	['O']	['NUM']	B-PER	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	<[@user1577]> @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome
@user1678	['PROPN']	['O']	['NUM']	B-PER	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	@user1577 <[@user1678]> @user1632 @user85 dashiki shirt to who said that it looked awesome
@user1632	['PROPN']	['O']	['NUM']	B-PER	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	@user1577 @user1678 <[@user1632]> @user85 dashiki shirt to who said that it looked awesome
@user85	['PROPN']	['O']	['NUM']	B-PER	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	@user1577 @user1678 @user1632 <[@user85]> dashiki shirt to who said that it looked awesome
dashiki	['PROPN']	['O']	['PROPN']	['O']	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	@user1577 @user1678 @user1632 @user85 <[dashiki]> shirt to who said that it looked awesome
@user29	['PROPN']	['O']	['X']	B-PER	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	<[@user29]> @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338
